"energy","tempo","danceability","playlist_genre","loudness","liveness","valence","track_artist","time_signature","speechiness","track_name","instrumentalness","key","acousticness","playlist_subgenre","song_id"
"519","100025","763","latin","-7426","816","804","FloyyMenor","4","636","PELIGROSA","0,000642","6","22","reggaeton","1320"
"616","104008","773","latin","-4516","145","25","Myke Towers, Peso Pluma","4","416","SE TE NOTA (feat. Peso Pluma)","0,00424","0","565","reggaeton","1321"
"854","117994","786","latin","-24","106","522","Myke Towers, Bad Bunny","4","741","ADIVINO","0,00239","10","169","reggaeton","1322"
"578","167985","724","latin","-7117","943","757","Mora, SAIKO","4","819","REINA","0,000106","10","632","reggaeton","1323"
"778","96057","911","latin","-2248","179","345","Bad Bunny, Feid","4","262","PERRO NEGRO","0,00216","5","887","reggaeton","1324"
"645","119935","801","latin","-5605","118","528","Bad Bunny, Mora","4","706","HIBIKI","0","6","604","reggaeton","1325"
"621","139056","787","latin","-5009","58","13","Bad Bunny","4","68","MONACO","402","4","15","reggaeton","1326"
"724","94601","847","latin","-541","118","396","Bad Bunny, Young Miko","4","298","FINA","0,000111","1","869","reggaeton","1327"
"795","94969","845","latin","-3502","224","681","Rauw Alejandro","4","681","DILUVIO","0,00178","9","343","reggaeton","1328"
"738","169918","841","latin","-7455","892","484","KAROL G, Peso Pluma","4","307","QLONA","0","7","52","reggaeton","1329"
"8","143978","652","latin","-4019","112","234","Bad Bunny","4","614","WHERE SHE GOES","629","9","143","reggaeton","1330"
"706","140017","863","latin","-5555","786","686","Eladio Carrion, Bad Bunny","4","103","Coco Chanel","0,00443","3","143","reggaeton","1331"
"703","12306","713","latin","-5769","321","576","Arcángel, Bad Bunny","4","194","La Jumpa","0","8","298","reggaeton","1332"
"712","92005","911","latin","-5105","933","425","Bad Bunny, Chencho Corleone","4","817","Me Porto Bonito","0,00268","1","901","reggaeton","1333"
"616","103071","797","latin","-10229","979","451","Bad Bunny, Buscabulla","4","375","Andrea","293","1","762","reggaeton","1334"
"475","98047","801","latin","-8797","639","234","Bad Bunny","4","516","Efecto","0,00173","7","141","reggaeton","1335"
"715","106672","65","latin","-5198","126","187","Bad Bunny","4","253","Tití Me Preguntó","291","5","993","reggaeton","1336"
"684","114011","795","latin","-3971","658","419","Bad Bunny, JHAYCO","4","419","Tarot","0","11","225","reggaeton","1337"
"786","19612","663","latin","-351","219","579","Bad Bunny, Tony Dize","4","195","La Corriente","0","11","229","reggaeton","1338"
"707","127963","771","latin","-6404","745","317","Mora, JHAYCO","4","55","MEMORIAS","0","2","389","reggaeton","1339"
"856","91995","815","latin","-3825","244","872","Tego Calderón","4","122","Pa' Que Retozen","0,00834","1","4","reggaeton","1340"
"86","175896","725","latin","-3726","674","791","Aventura, Bad Bunny","4","182","Volví","284","1","422","reggaeton","1341"
"688","153979","659","latin","-4649","113","632","Mora, Bad Bunny, Sech","4","673","Volando - Remix","0","6","207","reggaeton","1342"
"648","179951","644","latin","-4601","135","44","Bad Bunny","4","118","Yonaguni","0","1","276","reggaeton","1343"
"637","92025","811","latin","-4835","118","471","Bad Bunny","4","591","TE MUDASTE","572","10","234","reggaeton","1344"
"618","81993","856","latin","-4892","866","391","Bad Bunny, ROSALÍA","4","286","LA NOCHE DE ANOCHE","0","7","303","reggaeton","1345"
"759","91952","78","latin","-3292","143","579","ROSALÍA, Ozuna","4","225","Yo x Ti, Tu x Mi","868","1","462","reggaeton","1346"
"573","109928","731","latin","-10059","113","145","Bad Bunny, JHAYCO","4","544","DÁKITI","0,00522","4","401","reggaeton","1347"
"765","174021","691","latin","-4727","203","855","Anuel AA, Bad Bunny","4","111","Hasta Que Dios Diga","0,000329","8","464","reggaeton","1348"
"829","96172","607","latin","-4074","107","685","Bad Bunny, Jowell & Randy, Ñengo Flow","4","379","Safaera","0","2","103","reggaeton","1349"
"848","17987","685","latin","-4561","783","761","Bad Bunny","4","858","La Difícil","0,000714","8","861","reggaeton","1350"
"791","92023","86","latin","-4784","106","887","Bad Bunny","4","568","A Tu Merced","106","0","169","reggaeton","1351"
"603","129928","9","latin","-5313","134","824","Bad Bunny","4","646","Si Veo a Tu Mamá","0,000481","2","402","reggaeton","1352"
"801","93992","762","latin","-3661","254","81","Bad Bunny","4","409","La Zona","0,00704","1","2","reggaeton","1353"
"758","97014","86","latin","-516","344","453","Bad Bunny","4","695","Yo Perreo Sola","0,00654","11","21","reggaeton","1354"
"703","94004","879","latin","-4219","569","788","Rauw Alejandro, Farruko","4","701","Fantasias","0","1","143","reggaeton","1355"
"596","165951","819","latin","-7009","138","622","Darell, Brytiago","4","318","Velitas","0,000119","2","225","reggaeton","1356"
"646","176088","756","latin","-5795","108","429","J Balvin, Bad Bunny","4","319","LA CANCIÓN","0,00181","7","152","reggaeton","1357"
"791","92603","639","latin","-4443","362","933","J Balvin, Bad Bunny","4","254","QUE PRETENDES","0","10","275","reggaeton","1358"
"624","176169","61","latin","-4773","243","244","Bad Bunny, Tainy","4","309","Callaita","0,000212","2","6","reggaeton","1359"
"689","97963","882","latin","-4027","501","746","ROSALÍA, J Balvin, El Guincho","4","124","Con Altura","325","6","39","reggaeton","1360"
"647","95982","857","latin","-4152","842","553","DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago","4","984","Verte Ir","0,000012","11","391","reggaeton","1361"
"86","93989","737","latin","-2652","574","656","Daddy Yankee, Snow","4","593","Con Calma","0,000194","8","11","reggaeton","1362"
"836","96993","746","latin","-4336","116","874","Becky G, Bad Bunny","4","445","Mayores","291","5","145","reggaeton","1363"
"673","87961","818","latin","-7542","172","695","Mora, JHAYCO","4","148","512","0","4","348","reggaeton","1364"
"711","173916","718","latin","-5746","1","92","J Balvin","4","11","Ay Vamos","0,00552","8","157","reggaeton","1365"
"701","17595","73","latin","-5885","151","785","Maluma","4","106","Borro Cassette","0","5","132","reggaeton","1366"
"746","175965","746","latin","-5046","274","733","J Balvin, Farruko","4","102","6:00 AM","0","5","152","reggaeton","1367"
"681","140006","807","latin","-6268","962","676","Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian","4","983","Sensualidad","0","11","423","reggaeton","1368"
"69","106034","799","latin","-7252","143","682","Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers","4","1","Sigue Bailandome","1","7","282","reggaeton","1369"
"812","87864","683","latin","-4493","872","724","J Balvin, Zion & Lennox","4","711","No Es Justo","404","7","161","reggaeton","1370"
"598","83836","55","latin","-5402","955","543","Bad Bunny, Mora","4","831","Una Vez","0,000258","11","132","reggaeton","1371"
"761","168022","714","latin","-4596","241","906","Ozuna, J Balvin, Chencho Corleone","4","427","Una Locura","35","5","139","reggaeton","1372"
"617","168021","713","latin","-4637","962","682","Myke Towers, Juhn","4","887","Bandido","0","8","122","reggaeton","1373"
"675","7931","627","latin","-7125","784","961","J Balvin, Bad Bunny, Marciano Cantero","4","212","UN PESO","0","5","125","reggaeton","1374"
"706","88863","635","latin","-3224","108","443","KAROL G, Mariah Angeliq","4","125","EL MAKINON","0","5","256","reggaeton","1375"
"766","130001","762","latin","-3955","128","442","Farruko","4","343","Pepas","0,00698","7","776","reggaeton","1376"
"745","94979","793","latin","-4579","293","716","Myke Towers","4","571","ALMAS GEMELAS","189","7","182","reggaeton","1377"
"766","93956","737","latin","-4242","114","662","Bad Bunny, Yaviah","4","458","Bichiyal","0,000663","10","31","reggaeton","1378"
"703","169888","639","latin","-633","865","138","Tainy, Bad Bunny, Julieta Venegas","4","794","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","0,000178","4","889","reggaeton","1379"
"7","93991","843","latin","-3563","14","899","Becky G, KAROL G","4","803","MAMIII","0","4","934","reggaeton","1380"
"694","9002","869","latin","-335","878","511","Rauw Alejandro, Chencho Corleone","4","783","Desesperados","125","1","356","reggaeton","1381"
"636","17414","695","latin","-4654","81","575","Shakira, Rauw Alejandro","4","317","Te Felicito","0","5","234","reggaeton","1382"
"903","78293","564","latin","-3221","175","607","Bad Bunny","4","307","Después de la Playa","0","5","356","reggaeton","1383"
"674","99968","804","latin","-5453","115","292","Bad Bunny","4","333","Moscow Mule","0,000118","5","294","reggaeton","1384"
"584","115018","849","latin","-8195","492","724","Bad Bunny","4","115","Agosto","0,000618","1","929","reggaeton","1385"
"673","181891","655","latin","-598","753","342","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","4","308","Hola - Remix","0","0","473","reggaeton","1386"
"858","92523","627","latin","-2824","21","342","KAROL G, Maldy","4","386","GATÚBELA","0","11","263","reggaeton","1387"
"694","950","703","latin","-4808","12","298","Anuel AA","4","607","¿Qué Nos Pasó?","0,000058","3","436","reggaeton","1388"
"789","91911","757","latin","-346","717","464","Mora, Feid","4","583","LA INOCENTE","0","5","307","reggaeton","1389"
"739","179879","704","latin","-3286","856","425","Rauw Alejandro","4","112","Sexo Virtual","0,00193","8","328","reggaeton","1390"
"846","98026","734","latin","-3425","235","604","Rvssian, Rauw Alejandro, Chris Brown","4","489","Nostálgico","0,000174","9","166","reggaeton","1391"
"662","93976","892","latin","-3894","363","607","Ñengo Flow, Bad Bunny","4","162","Gato de Noche","0,000124","8","169","reggaeton","1392"
"479","169922","812","latin","-5678","756","559","Yng Lvcas, Peso Pluma","4","333","La Bebe - Remix","0,000121","2","213","reggaeton","1393"
"892","97008","791","latin","-258","609","916","Ryan Castro, Peso Pluma, SOG","4","521","QUEMA","355","0","509","reggaeton","1394"
"737","91986","708","latin","-4045","955","607","Myke Towers","4","436","LALA","162","1","739","reggaeton","1395"
"711","102984","822","latin","-4943","83","934","Darell","4","668","Lollipop","0,00146","6","179","reggaeton","1396"
"812","162087","785","latin","-3174","107","903","Ozuna, Anuel AA, Chris Jedi","4","644","Pa Ti Estoy","0","3","147","reggaeton","1397"
"794","92998","843","latin","-4686","25","796","Brray, JHAYCO, Ryan Castro","4","426","Corazón Roto - Remix","0,000122","1","226","reggaeton","1398"
"769","167969","771","latin","-3504","345","931","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","4","694","El Efecto - Remix","0,00157","0","18","reggaeton","1399"
"88","180011","72","latin","-2834","153","463","Peso Pluma, Anitta","4","101","BELLAKEO","6","9","562","reggaeton","1400"
"672","93999","817","latin","-5612","13","774","Myke Towers, Farruko, Arcángel, Sech, Zion","4","299","Si Se Da - Remix","0","11","441","reggaeton","1401"
"543","98992","898","latin","-8317","338","359","Cazzu, Lyanno, Rauw Alejandro, Dalex","4","121","Nada","623","6","343","reggaeton","1402"
"709","99993","725","latin","-5017","114","648","Rvssian, Rauw Alejandro, Ayra Starr","4","129","Santa","189","3","321","reggaeton","1403"
"766","96037","88","latin","-2906","382","594","Ozuna, Bad Gyal","4","505","Guay","0,00179","1","881","reggaeton","1404"
"671","169727","714","latin","-5119","325","641","KEVIN ROLDAN, Bryant Myers, Lyanno","4","362","HASTA ABAJO","0","5","292","reggaeton","1405"
"617","17397","703","latin","-5696","433","486","iZaak, JHAYCO, Anuel AA","4","151","BBY BOO - REMIX","0,000611","5","215","reggaeton","1406"
"626","10002","763","latin","-5637","205","78","Cris Mj","4","433","SI NO ES CONTIGO","225","5","859","reggaeton","1407"
"499","99986","791","latin","-8472","899","669","FloyyMenor, Cris Mj","4","509","Gata Only","0,00241","8","446","reggaeton","1408"
"476","129992","793","latin","-10515","115","578","Alex Favela, Grupo Marca Registrada, Joaquin Medina","4","406","ELOVRGA","0","5","132","reggaeton","1409"
"71","92009","535","latin","-2978","141","523","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid","4","324","Porno","0","1","428","reggaeton","1410"
"668","128027","924","latin","-6795","678","787","KAROL G","4","469","Si Antes Te Hubiera Conocido","594","11","446","reggaeton","1411"
"482","100029","69","latin","-6335","728","356","Fuerza Regida","4","2","NEL","4","7","523","reggaeton","1412"
"779","128028","937","latin","-3539","408","95","Luis R Conriquez, Joel De La P, Chimbala","4","329","Que Se Cuide","0,00685","4","22","reggaeton","1413"
"583","115221","669","latin","-8949","1","271","Victor Mendivil, Oscar Maydon","4","269","Mejores Jordans","0,000254","1","603","reggaeton","1414"
"496","100025","696","latin","-7532","626","476","FloyyMenor, Lewis Somes","4","365","APAGA EL CEL","397","9","273","reggaeton","1415"
"665","10009","858","latin","-4772","119","659","Feid, Young Miko","4","152","CLASSY 101","0","11","126","reggaeton","1416"
"86","100019","774","latin","-2888","116","446","Feid, ATL Jacob","4","13","LUNA","0","7","131","reggaeton","1417"
"507","99994","755","latin","-676","18","606","FloyyMenor, Lewis Somes","4","684","TU TA RICA","0,00182","3","293","reggaeton","1418"
"599","86533","828","brazilian","-1624","775","478","MC L da Vinte, MC Gury","5","149","Parado no Bailão","0","11","381","funk","1419"
"827","129949","956","brazilian","1295","423","614","Mc Delux, DJ Guih Da ZO","4","222","Se Voce Nao Quer Passa a Vez","259","9","136","funk","1420"
"99","126015","748","brazilian","-239","267","386","6YNTHMANE, RXDXVIL","4","151","BRAZILIAN DANÇA PHONK","132","1","303","funk","1421"
"803","130028","877","brazilian","-3195","87","795","S3BZS, Mc Gw, Mc Menor Do Alvorada","4","507","MONTAGEM - PR FUNK","56","9","734","funk","1422"
"413","130078","92","brazilian","-7901","133","679","MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho","4","752","Faz um Vuk Vuk (Teto Espelhado)","514","7","504","funk","1423"
"789","130053","89","brazilian","-1826","192","758","DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf","4","428","Te Maceto Depois Do Baile","0","11","147","funk","1424"
"427","80492","492","brazilian","-637","53","443","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","5","372","MTG QUEM NÃO QUER SOU EU","482","9","364","funk","1425"
"669","13005","949","brazilian","-3922","169","843","Mc Pogba, DJ Guih Da ZO","4","222","Ela Joga na Hora","592","2","36","funk","1426"
"687","117008","778","brazilian","-8568","356","839","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","4","105","THE BOX MEDLEY FUNK 2","105","11","578","funk","1427"
"955","130068","679","brazilian","-3715","125","713","Dj Samir, Rodricci, Launch13","4","437","Louca Encubada","235","6","737","funk","1428"
"582","84917","615","brazilian","-93","791","892","DJ JOÃO PEREIRA, MC Koringa","5","364","DANÇA PRA ME PROVOCAR","0,00655","6","269","funk","1429"
"96","130118","863","brazilian","-1458","853","586","DENNIS, MC Kevin o Chris","4","492","Tá OK","526","11","497","funk","1430"
"907","117054","863","brazilian","-5077","182","304","Ichiss","4","295","WHINE IN BRAZIL FUNK","813","4","683","funk","1431"
"59","86429","711","brazilian","-5967","798","702","Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA","5","271","TUMBÁTUM","0,000183","6","26","funk","1432"
"327","90025","707","turkish","-17176","155","181","Semicenk","4","687","Onlar Anlamaz Halden","148","0","185","pop","1433"
"729","98022","629","turkish","-5235","253","427","Semicenk","4","379","Geçiyor Zaman","0,00775","7","431","pop","1434"
"656","120001","685","turkish","-8028","318","556","Semicenk","4","411","Kader Sağ Olsun","0","7","702","pop","1435"
"606","95056","831","turkish","-484","973","883","Semicenk, Doğu Swag","4","626","Küle Dönmüşsün","0,000104","8","684","pop","1436"
"914","10802","726","turkish","-4226","54","839","Simge","4","802","Önümüz Yaz","0","7","758","pop","1437"
"724","78753","536","turkish","-684","116","587","Ebru Yaşar, Siyam, Zeyd","4","152","Kafamın İçi","0","9","748","pop","1438"
"622","204028","406","turkish","-7647","309","567","Zeynep Bastık","4","648","Lan","0,00135","3","497","pop","1439"
"538","141894","52","hip-hop","-8109","119","177","Mac Miller","4","206","Self Care","187","1","367","chill","1440"
"586","130012","891","hip-hop","-4665","213","954","Aaron May","4","121","I'm Good Luv, Enjoy.","0","11","833","chill","1441"
"722","119973","769","hip-hop","-5485","111","57","The Weeknd, Playboi Carti","4","507","Timeless (with Playboi Carti)","0,000256","11","584","chill","1442"
"84","95416","856","hip-hop","-7736","773","792","MF DOOM, Pebbles The Invisible Girl","4","334","Doomsday","0","6","973","chill","1443"
"818","97571","373","hip-hop","-319","434","361","Tyler, The Creator, Teezo Touchdown","4","102","Darling, I (feat. Teezo Touchdown)","0","3","36","chill","1444"
"803","67536","284","hip-hop","-5293","242","553","A$AP Rocky, Joe Fox, Kanye West","4","173","Jukebox Joints (feat. Joe Fox & Kanye West)","0","2","302","chill","1445"
"86","7654","575","hip-hop","-3165","973","834","Lil Yachty","1","23","A Cold Sunday","0","9","298","chill","1446"
"579","84143","562","hip-hop","-6788","102","577","XXXTENTACION, Joey Bada$$","4","484","infinity (888) - feat. Joey Bada$$","0","10","274","chill","1447"
"621","119043","455","hip-hop","-7694","123","28","Travis Scott","4","517","MY EYES","0,000259","0","651","chill","1448"
"76","80082","435","hip-hop","-4935","158","206","Kanye West, Rick Ross","4","721","Devil In A New Dress","0","8","175","chill","1449"
"638","8281","677","hip-hop","-8631","193","435","J. Cole","4","333","Love Yourz","0","8","589","chill","1450"
"498","81958","665","hip-hop","-8185","757","127","Post Malone","4","83","Go Flex","0","5","23","chill","1451"
"441","135028","942","hip-hop","-11448","138","925","Sainté","4","469","Champagne Shots","0","11","493","chill","1452"
"421","95977","852","hip-hop","-9153","106","457","Kendrick Lamar","4","208","Rich Spirit","0,000228","10","428","chill","1453"
"652","141981","47","hip-hop","-9629","175","104","A$AP Rocky, Imogen Heap, Clams Casino","4","561","I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","0,00408","2","831","chill","1454"
"574","120013","669","hip-hop","-6442","146","273","Lil Peep, XXXTENTACION","4","286","Falling Down - Bonus Track","294","4","175","chill","1455"
"638","94893","809","hip-hop","-5646","453","608","Joey Bada$$","4","28","Righteous Minds","0","8","262","chill","1456"
"57","129953","734","hip-hop","-7066","112","689","XXXTENTACION","4","133","Everybody Dies In Their Nightmares","0,00214","7","847","chill","1457"
"744","82356","798","hip-hop","-5328","292","794","Ice Cube","4","136","It Was A Good Day","106","7","33","chill","1458"
"653","142347","493","hip-hop","-5666","511","852","Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign","4","466","WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","0","0","269","chill","1459"
"435","120058","843","hip-hop","-8442","147","19","Mac Miller, Miguel","4","178","Weekend (feat. Miguel)","0","8","47","chill","1460"
"636","145972","837","hip-hop","-7643","342","274","21 Savage","4","86","a lot","125","1","395","chill","1461"
"628","90482","639","hip-hop","-7578","386","43","Kanye West, Dwele","4","398","Flashing Lights","0","6","381","chill","1462"
"354","160037","741","hip-hop","-10603","118","583","Childish Gambino","4","837","Redbone","577","1","181","chill","1463"
"463","11198","809","hip-hop","-11377","109","364","Drake","4","396","Passionfruit","85","11","256","chill","1464"
"604","49305","583","hip-hop","-8437","724","691","The Alchemist, Boldy James","5","456","Ocean Prime (feat. Boldy James)","0","2","735","chill","1465"
"646","176153","599","hip-hop","-6326","128","638","Joey Bada$$","4","337","Show Me","0,000436","6","222","chill","1466"
"251","139999","746","hip-hop","-16169","106","18","XXXTENTACION","4","259","Revenge","203","11","782","chill","1467"
"734","97044","918","hip-hop","-2832","191","608","Outkast","4","269","ATLiens","0,000801","11","296","chill","1468"
"63","950","874","hip-hop","-3585","582","717","2Pac","4","298","Do For Love","479","1","578","chill","1469"
"506","115994","848","hip-hop","-5105","102","593","Don Toliver, Travis Scott","4","336","Embarrassed (feat. Travis Scott)","0","4","376","chill","1470"
"747","86918","67","hip-hop","-7059","115","918","Kanye West, Chris Martin","4","189","Homecoming","0","1","337","chill","1471"
"678","117067","595","hip-hop","-518","418","259","PARTYNEXTDOOR","4","335","Break from Toronto","389","9","199","chill","1472"
"52","92869","747","hip-hop","-10523","142","601","Ice Cube","4","357","You Know How We Do It","537","10","977","chill","1473"
"533","131036","797","hip-hop","-974","103","329","XXXTENTACION, Trippie Redd","4","412","Fuck Love","152","0","172","chill","1474"
"731","174516","552","hip-hop","-6873","258","632","Kendrick Lamar","4","615","DUCKWORTH.","0","7","536","chill","1475"
"559","78558","558","hip-hop","-9222","109","62","Tyler, The Creator, Kali Uchis","4","959","See You Again (feat. Kali Uchis)","0,000749","6","371","chill","1476"
"631","84166","48","hip-hop","-5488","149","515","Kanye West","4","116","Good Morning","105","7","791","chill","1477"
"283","13897","898","hip-hop","-12335","11","469","J. Cole","4","356","Neighbors","383","6","319","chill","1478"
"283","9704","766","hip-hop","-1033","115","144","Drake","4","846","Teenage Fever","172","8","111","chill","1479"
"648","932","737","ambient","-5493","105","746","Wizkid, Brent Faiyaz","4","138","Piece of My Heart (feat. Brent Faiyaz)","0,000692","1","252","meditative","1480"
"634","101837","502","ambient","-3367","188","645","Asake, Wizkid","3","144","MMS","341","8","677","meditative","1481"
"385","106312","619","ambient","-11272","179","294","Fido","5","118","Awolowo","369","0","129","meditative","1482"
"651","67813","49","ambient","-6259","108","567","Ayo Maff, Fireboy DML","5","138","Dealer","0,000759","11","714","meditative","1483"
"415","113976","823","ambient","-10845","128","488","Omah Lay","4","637","Holy Ghost","316","5","471","meditative","1484"
"801","104986","778","ambient","-7326","912","914","Asake","4","106","Lonely At The Top","155","6","692","meditative","1485"
"681","139057","918","ambient","-4705","615","706","Dave, Central Cee","4","201","Sprinter","0","1","263","meditative","1486"
"756","105024","719","ambient","-5392","109","647","Victony, Rema, Tempoe, Don Toliver","4","761","Soweto (with Don Toliver, Rema & Tempoe)","0","5","541","meditative","1487"
"503","9997","792","ambient","-8044","959","381","Ayra Starr","4","626","Rush","57","1","369","meditative","1488"
"463","12515","562","ambient","-7478","157","416","Tems","5","787","Free Mind","145","6","442","meditative","1489"
"707","104027","849","ambient","-6002","618","602","Wizkid, Tems","4","113","Essence (feat. Tems)","0,000858","0","266","meditative","1490"
"501","103993","637","ambient","-6148","99","431","Rotimi, Wale","4","187","In My Bed","0,00591","0","229","meditative","1491"
"496","109979","812","ambient","-5969","955","55","Dave, Burna Boy","4","297","Location (feat. Burna Boy)","0","9","271","meditative","1492"
"581","102964","609","ambient","-10854","283","528","Tems","3","277","Higher","0","2","509","meditative","1493"
"642","83389","463","ambient","-4474","686","339","Future, Drake, Tems","4","34","WAIT FOR U (feat. Drake & Tems)","0","1","314","meditative","1494"
"655","929","649","ambient","-5534","22","793","Oxlade","4","652","KU LO SA - A COLORS SHOW","0","10","307","meditative","1495"
"549","123879","613","ambient","-8187","116","78","Tems","5","231","Replay","0","9","97","meditative","1496"
"529","112014","782","ambient","-8626","413","44","Ayo Maff","4","592","Are you there?","0,000142","0","509","meditative","1497"
"161","140997","138","ambient","-43643","951","155","Somnum Magnam","1","532","Touches","971","5","977","chill","1498"
"277","159719","329","ambient","-13111","971","121","Bon Iver, St. Vincent","3","302","Rosyln","24","10","971","academic","1499"
"4","135965","44","ambient","-16887","111","249","Tom Rosenthal","4","322","Lights Are On","465","3","981","academic","1500"
"664","129071","575","ambient","-5303","116","437","Hozier","4","481","Take Me To Church","0","4","637","academic","1501"
"581","130033","613","ambient","-8588","25","551","Taylor Swift","4","424","cardigan","345","0","537","academic","1502"
"416","113986","324","ambient","-892","11","151","Lana Del Rey","4","368","Young And Beautiful","0,00369","11","262","academic","1503"
"363","121412","531","ambient","-7672","112","259","Hozier","4","608","Work Song","0","10","749","academic","1504"
"394","96192","421","ambient","-8312","984","399","Rio Romeo","3","277","Nothing's New","0,000474","11","863","academic","1505"
"308","11395","504","ambient","-14958","158","121","Mitski","4","321","My Love Mine All Mine","135","9","868","academic","1506"
"422","144678","718","ambient","-9115","17","455","blackbear","4","621","idfc","0","4","764","academic","1507"
"449","123969","327","ambient","-5362","22","179","Matt Maltese","4","34","As the World Caves In","444","10","369","academic","1508"
"135","82987","387","ambient","-14398","948","21","Billie Eilish","4","51","The 30th","0","7","929","academic","1509"
"179","14001","539","ambient","-1433","106","145","Hozier","3","309","Like Real People Do","393","7","921","academic","1510"
"119","70499","467","ambient","-1099","973","156","Lana Del Rey","4","401","Happiness is a butterfly","0,000014","2","969","academic","1511"
"561","79764","319","ambient","-23023","388","82","Billie Eilish","3","45","listen before i go","384","0","935","academic","1512"
"343","145115","474","ambient","-8571","305","152","Conan Gray","3","27","Astronomy","0,00265","4","578","academic","1513"
"156","9408","671","ambient","-16288","113","201","Harry Styles","4","371","From the Dining Table","518","8","804","academic","1514"
"128","159679","599","ambient","-17261","115","367","Billie Eilish","4","109","Getting Older","121","10","974","academic","1515"
"129","13735","483","ambient","-20149","106","203","Liana Flores","3","349","rises the moon","145","5","947","academic","1516"
"322","148005","516","ambient","-11762","215","261","Lizzy McAlpine","3","292","ceilings","194","9","473","academic","1517"
"268","102617","371","ambient","-10506","104","165","Coldplay","3","281","Sparks","517","1","748","academic","1518"
"338","133943","408","ambient","-13626","732","1","Chance Peña","3","431","In My Room","639","4","521","academic","1519"
"289","129753","531","ambient","-10065","134","12","Phoebe Bridgers","4","286","Waiting Room","358","2","339","academic","1520"
"276","201025","334","ambient","-13125","113","429","Lana Del Rey","3","643","Chemtrails Over The Country Club","249","4","877","academic","1521"
"304","78997","538","ambient","-1179","164","65","Lana Del Rey","3","352","How to disappear","631","9","613","academic","1522"
"377","10196","606","ambient","-9455","154","446","Taylor Swift, Phoebe Bridgers","4","275","Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","0","0","817","academic","1523"
"31","137474","509","ambient","-10623","963","151","Novo Amor","3","313","State Lines","229","9","959","academic","1524"
"225","104007","554","ambient","-11324","107","221","SYML","4","281","Where's My Love - Acoustic","321","3","892","academic","1525"
"425","102078","357","ambient","-7301","322","27","Conan Gray","3","333","Heather","0","5","584","academic","1526"
"468","94434","369","ambient","-9013","109","18","Cigarettes After Sex","4","273","Apocalypse","566","5","205","academic","1527"
"407","117053","457","ambient","-11475","126","126","Novo Amor","4","308","Anchor","884","9","805","academic","1528"
"664","107747","404","ambient","-6698","11","949","Lana Del Rey","4","407","Brooklyn Baby","402","1","542","academic","1529"
"526","130694","521","ambient","-6032","108","502","Hozier","4","281","Would That I","537","5","243","academic","1530"
"367","77968","395","ambient","-7653","11","426","Olivia Rodrigo","4","324","lacy","0","3","815","academic","1531"
"347","141332","409","ambient","-8159","121","199","Olivia Rodrigo","4","359","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","0,000455","11","834","academic","1532"
"483","14499","617","ambient","-7359","121","176","Gracie Abrams","4","458","Feels Like","216","11","702","academic","1533"
"199","165476","48","ambient","-12398","978","201","Tom Odell","4","329","Black Friday","563","6","931","academic","1534"
"288","110927","687","ambient","-10415","986","308","Billie Eilish","4","45","Male Fantasy","0","2","863","academic","1535"
"11","81876","415","ambient","-14901","962","234","Hozier","4","388","Cherry Wine - Live","236","1","951","academic","1536"
"972","86686","443","ambient","-16496","115","289","Leith Ross","4","793","We'll Never Have Sex","102","2","952","academic","1537"
"245","103777","34","ambient","-13352","633","192","Lana Del Rey, Bleachers","4","319","Margaret (feat. Bleachers)","992","9","969","academic","1538"
"348","110019","631","ambient","-10285","295","32","David Kushner","4","343","Miserable Man","0,00887","10","926","academic","1539"
"159","7238","403","ambient","-16728","34","381","Billie Eilish","4","104","Halley's Comet","121","1","961","academic","1540"
"529","161989","671","hip-hop","-7226","856","203","Juice WRLD","4","307","All Girls Are The Same","335","0","769","melodic","1541"
"663","184057","672","hip-hop","-5984","134","381","Lil Uzi Vert","4","243","Chill Bae","0","3","112","melodic","1542"
"561","148775","686","hip-hop","-9929","114","186","Lil Tecca","4","191","Did It Again","0","10","185","melodic","1543"
"819","94011","565","hip-hop","-7899","111","682","Diplo, Trippie Redd","4","668","Wish (feat. Trippie Redd) - Trippie Mix","0","9","232","melodic","1544"
